source,target,value,level
Eigenvalues and eigenvectors,Correctness,1,2
Matching (statistics),Categorical variable,1,2
Point of interest,Motion (physics),1,2
Frame of reference,Motion (physics),1,2
Frame of reference,Point of interest,1,2
Spatial analysis,Motion (physics),1,2
Spatial analysis,Point of interest,1,2
Spatial analysis,Frame of reference,1,2
TRACE (psycholinguistics),Motion (physics),1,2
TRACE (psycholinguistics),Point of interest,1,2
TRACE (psycholinguistics),Frame of reference,1,2
Dimension (graph theory),Principal component analysis,1,2
Principal component analysis,Reduction (mathematics),1,2
Principal component analysis,Linear discriminant analysis,1,2
Multivariate statistics,Space (punctuation),1,2
Visual angle,Perception,1,2
Data modeling,Rank (graph theory),1,2
Latent semantic analysis,Rank (graph theory),1,2
Latent semantic analysis,Context (archaeology),1,2
Visual angle,Motion (physics),1,2
Latent semantic analysis,Data modeling,1,2
Probabilistic latent semantic analysis,Rank (graph theory),1,2
Morse theory,Scalar field,1,2
Probabilistic latent semantic analysis,Context (archaeology),1,2
Probabilistic latent semantic analysis,Data modeling,1,2
Probabilistic latent semantic analysis,Latent semantic analysis,1,2
Graph,Rank (graph theory),1,2
Graph,Data modeling,1,2
Embodied energy,Diagram,1,2
Graph,Latent semantic analysis,1,2
Multivariate statistics,Linear model,1,2
Millisecond,Motion (physics),1,2
Morse theory,Function (biology),1,2
Visualization,Linear model,1,2
Metadata,Interactivity,1,2
Point cloud,Interactivity,1,2
Visualization,Visual angle,1,2
Point cloud,Metadata,1,2
Point (geometry),Metadata,1,2
Publication,Context (archaeology),1,2
Publication,Analytics,1,2
Data stream mining,Context (archaeology),1,2
Millisecond,Visual angle,1,2
Millisecond,Perception,1,2
Data stream mining,Publication,1,2
Multivariate analysis,Space (punctuation),1,2
Linear model,Space (punctuation),1,2
Linear model,Multivariate analysis,1,2
Domain (mathematical analysis),Linear model,1,2
Graph,Probabilistic latent semantic analysis,1,2
Cluster analysis,Rank (graph theory),1,2
Scalar field,Function (biology),1,2
Precision and recall,Context (archaeology),1,2
Process (computing),Precision and recall,1,2
Morse code,Function (biology),1,2
Recommender system,Precision and recall,1,2
Recommender system,Feature (linguistics),1,2
Recall,Context (archaeology),1,2
Recall,Process (computing),1,2
Recall,Recommender system,1,2
Timeline,Reuse,1,2
Scripting language,Reuse,1,2
Scripting language,Analytics,1,2
Scripting language,Timeline,1,2
Undo,Reuse,1,2
Undo,Analytics,1,2
Undo,Process (computing),1,2
Undo,Scripting language,1,2
Feature (linguistics),Precision and recall,1,2
Learning analytics,CONTEST,1,2
Cluster analysis,Latent semantic analysis,1,2
Visualization,CONTEST,1,2
Cluster analysis,Probabilistic latent semantic analysis,1,2
Word (group theory),Filter (signal processing),1,2
Window (computing),Filter (signal processing),1,2
Character (mathematics),Filter (signal processing),1,2
Character (mathematics),Word (group theory),1,2
Character (mathematics),Window (computing),1,2
Task (project management),Word (group theory),1,2
Task (project management),Window (computing),1,2
Task (project management),Character (mathematics),1,2
Vocabulary,Filter (signal processing),1,2
Vocabulary,Word (group theory),1,2
Vocabulary,Window (computing),1,2
Vocabulary,Character (mathematics),1,2
CONTEST,Analytics,1,2
Morse code,Scalar field,1,2
Basis (linear algebra),Dimensionality reduction,1,2
Scatter plot,Centroid,1,2
Tangent,Flow (mathematics),1,2
Bridge (graph theory),Analytics,1,2
Selection (genetic algorithm),Readability,1,2
Presentation (obstetrics),Social media,1,2
Presentation (obstetrics),Scale (ratio),1,2
Sensemaking,Key (lock),1,2
Component (thermodynamics),Vortex,1,2
USable,Key (lock),1,2
USable,Sensemaking,1,2
Bridge (graph theory),Sensemaking,1,2
Usability,Projection (relational algebra),1,2
Bridge (graph theory),USable,1,2
Component (thermodynamics),Variety (cybernetics),1,2
Component (thermodynamics),Context (archaeology),1,2
Component (thermodynamics),Turbulence,1,2
Component (thermodynamics),Sensemaking,1,2
Component (thermodynamics),Flow (mathematics),1,2
Seeding,Filter (signal processing),1,2
Selection (genetic algorithm),Sentence,1,2
Implementation,Suite,1,2
Transparency (behavior),Feature (linguistics),1,2
Transparency (behavior),Readability,1,2
Point (geometry),Newspaper,1,2
Timeline,Graph,1,2
Text corpus,Graph,1,2
Microscope,Implementation,1,2
Visualization,Text corpus,1,2
Sentence,Quality (philosophy),1,2
Readability,Quality (philosophy),1,2
Readability,Sentence,1,2
Data warehouse,Analytics,1,2
Feature (linguistics),Quality (philosophy),1,2
Feature (linguistics),Sentence,1,2
Feature (linguistics),Readability,1,2
Transparency (behavior),Quality (philosophy),1,2
Microscope,Suite,1,2
Transparency (behavior),Sentence,1,2
Component (thermodynamics),USable,1,2
Component (thermodynamics),Bridge (graph theory),1,2
Set (abstract data type),Focus (optics),1,2
Diagram,Fork (system call),1,2
Metaphor,Comics,1,2
Set (abstract data type),Entropy (arrow of time),1,2
Metaphor,State (computer science),1,2
Task (project management),Comics,1,2
Task (project management),State (computer science),1,2
Externalization,Analytics,1,2
Externalization,Semantics (computer science),1,2
Diagram,Nexus (standard),1,2
Annotation,Externalization,1,2
Task (project management),Externalization,1,2
Table (database),Bespoke,1,2
Closeness,Bespoke,1,2
Closeness,Analytics,1,2
Closeness,Table (database),1,2
Exploratory research,Bespoke,1,2
Rendering (computer graphics),Entropy (arrow of time),1,2
State (computer science),Comics,1,2
"Streamlines, streaklines, and pathlines",Filter (signal processing),1,2
Variety (cybernetics),Comics,1,2
Architecture,Quality (philosophy),1,2
Architecture,Analytics,1,2
Architecture,Focus (optics),1,2
Spare part,Quality (philosophy),1,2
Seeding,Delaunay triangulation,1,2
Spare part,Analytics,1,2
"Streamlines, streaklines, and pathlines",Delaunay triangulation,1,2
Spare part,Focus (optics),1,2
Spare part,Set (abstract data type),1,2
Measure (data warehouse),Viewpoints,1,2
Spare part,Architecture,1,2
Spare part,Process (computing),1,2
Operationalization,Context (archaeology),1,2
Nexus (standard),Fork (system call),1,2
Operationalization,Sensemaking,1,2
Data warehouse,Timeline,1,2
Usability,Newspaper,1,2
Scatter plot,Pairwise comparison,1,2
Multidimensional scaling,Quality (philosophy),1,2
Field (mathematics),Business intelligence,1,2
Nexus (standard),Space (punctuation),1,2
Rank (graph theory),Perception,1,2
Embedding,Quality (philosophy),1,2
Embedding,Perception,1,2
Embedding,Rank (graph theory),1,2
Polygon mesh,Morphometrics,1,2
Multidimensional scaling,Rank (graph theory),1,2
Usability,Weighting,1,2
Ranking (information retrieval),Quality (philosophy),1,2
Ranking (information retrieval),Embedding,1,2
Ranking (information retrieval),Multidimensional scaling,1,2
Construct (python library),Quality (philosophy),1,2
Nexus (standard),Readability,1,2
Data warehouse,Order (exchange),1,2
Tree (set theory),Image warping,1,2
Field (mathematics),Intelligence analysis,1,2
Domain (mathematical analysis),Intelligence analysis,1,2
Process (computing),Business intelligence,1,2
Business intelligence,Intelligence analysis,1,2
Morphing,Crania,1,2
Workflow,Joins,1,2
Morphing,Morphometrics,1,2
Workflow,Centrality,1,2
Table (database),Graph,1,2
Semantics (computer science),Graph,1,2
Polygon mesh,Image warping,1,2
Semantics (computer science),Table (database),1,2
Pipeline (software),Data warehouse,1,2
Polygon mesh,Crania,1,2
Pipeline (software),Order (exchange),1,2
Fork (system call),Readability,1,2
Abstraction,Table (database),1,2
Fork (system call),Set (abstract data type),1,2
Abstraction,Semantics (computer science),1,2
Construct (python library),Rank (graph theory),1,2
Construct (python library),Embedding,1,2
Construct (python library),Multidimensional scaling,1,2
Analytics,Cognition,1,2
Exploit,Cognition,1,2
Knowledge extraction,Recall,1,2
Knowledge extraction,Visualization,1,2
Process (computing),Recall,1,2
Locus of control,Personality,1,2
Weighting,Space (punctuation),1,2
Weighting,Topology (electrical circuits),1,2
Newspaper,Space (punctuation),1,2
Newspaper,Topology (electrical circuits),1,2
Newspaper,Weighting,1,2
Software,Microscope,1,2
Projection (relational algebra),Weighting,1,2
Projection (relational algebra),Newspaper,1,2
Visualization,Newspaper,1,2
Usability,Topology (electrical circuits),1,2
Analytics,Coding (social sciences),1,2
Coding (social sciences),Cognition,1,2
Tree (set theory),Crania,1,2
Mass spectrometry,Context (archaeology),1,2
Tree (set theory),Morphometrics,1,2
Construct (python library),Ranking (information retrieval),1,2
Image warping,Crania,1,2
Task (project management),Multidimensional scaling,1,2
Function (biology),Quality (philosophy),1,2
Function (biology),Perception,1,2
Image warping,Morphometrics,1,2
Crania,Morphometrics,1,2
Nexus (standard),Set (abstract data type),1,2
Function (biology),Rank (graph theory),1,2
Function (biology),Embedding,1,2
Function (biology),Multidimensional scaling,1,2
Mass spectrometry,Proteome,1,2
Function (biology),Ranking (information retrieval),1,2
Function (biology),Task (project management),1,2
Scalar (mathematics),Viewpoints,1,2
Exploratory research,Table (database),1,2
Exploratory research,Closeness,1,2
Component (thermodynamics),Anomaly detection,1,2
Comprehension,Spatial analysis,1,2
Comprehension,Cognition,1,2
Anomaly detection,Global Positioning System,1,2
Visualization,Conditional random field,1,2
Component (thermodynamics),Conditional random field,1,2
Component (thermodynamics),Data modeling,1,2
Component (thermodynamics),Global Positioning System,1,2
Sensitivity (control systems),Simplicity,1,2
Task (project management),Bespoke,1,2
Generality,Simplicity,1,2
Generality,Sensitivity (control systems),1,2
Field (mathematics),Simplicity,1,2
Field (mathematics),Sensitivity (control systems),1,2
Field (mathematics),Generality,1,2
Flexibility (engineering),Simplicity,1,2
Flexibility (engineering),Sensitivity (control systems),1,2
Anomaly detection,Data modeling,1,2
Anomaly detection,Conditional random field,1,2
Global Positioning System,Data modeling,1,2
Comprehension,Population,1,2
Thematic map,Analytics,1,2
Thematic map,Suite,1,2
Feature (linguistics),Scalar field,1,2
Thematic map,Mobile phone,1,2
Surface (topology),Segmentation,1,2
Thematic map,Phone,1,2
Attendance,Analytics,1,2
Attendance,Suite,1,2
Attendance,Mobile phone,1,2
Attendance,Phone,1,2
Attendance,Thematic map,1,2
Comprehension,Object (grammar),1,2
Conditional random field,Analytics,1,2
Data modeling,Conditional random field,1,2
Global Positioning System,Conditional random field,1,2
Embodied energy,Set (abstract data type),1,2
Relation (database),Simplicity,1,2
Relation (database),Sensitivity (control systems),1,2
Ranking (information retrieval),Linear subspace,1,2
Interpretability,Linear discriminant analysis,1,2
Pattern recognition (psychology),Interpretability,1,2
Reduction (mathematics),Interpretability,1,2
Pairwise comparison,Interpretability,1,2
Pairwise comparison,Reduction (mathematics),1,2
Centroid,Linear discriminant analysis,1,2
Centroid,Dimensionality reduction,1,2
Centroid,Interpretability,1,2
Object (grammar),Variance (accounting),1,2
Centroid,Reduction (mathematics),1,2
Centroid,Pairwise comparison,1,2
Scatter plot,Linear discriminant analysis,1,2
Scatter plot,Dimensionality reduction,1,2
Scatter plot,Interpretability,1,2
Scatter plot,Reduction (mathematics),1,2
Ranking (information retrieval),Cluster analysis,1,2
Ranking (information retrieval),Subspace topology,1,2
Relation (database),Generality,1,2
Work (physics),Work flow,1,2
Relation (database),Field (mathematics),1,2
Comprehension,Variance (accounting),1,2
Relation (database),Flexibility (engineering),1,2
Multidimensional data,Simplicity,1,2
Object (grammar),Cognition,1,2
Multidimensional data,Sensitivity (control systems),1,2
Multidimensional data,Generality,1,2
Multidimensional data,Flexibility (engineering),1,2
Order (exchange),Timeline,1,2
Embodied energy,Fork (system call),1,2
Field (mathematics),Subspace topology,1,2
Order (exchange),Analytics,1,2
Field (mathematics),Linear subspace,1,2
Cluster analysis,Subspace topology,1,2
Cluster analysis,Linear subspace,1,2
Volume (thermodynamics),Scalar field,1,2
Phone,Mobile phone,1,2
Embodied energy,Readability,1,2
Time series,Market data,1,2
Exploratory data analysis,Graph,1,2
Slicing,Graph,1,2
Slicing,Exploratory data analysis,1,2
Feature vector,Sequence (biology),1,2
Initialization,Sequence (biology),1,2
Initialization,Feature vector,1,2
Pattern recognition (psychology),Initialization,1,2
Feature (linguistics),Sequence (biology),1,2
Feature (linguistics),Initialization,1,2
Scalability,Sequence (biology),1,2
Scalability,Feature vector,1,2
Scalability,Initialization,1,2
Security token,Sequence (biology),1,2
Viewpoints,Polygon mesh,1,2
Security token,Feature vector,1,2
Time series,Financial sector,1,2
Time series,Order (exchange),1,2
Security token,Pattern recognition (psychology),1,2
Time series,Financial market,1,2
Task (project management),Closeness,1,2
Task (project management),Exploratory research,1,2
Financial market,Market analysis,1,2
Order (exchange),Market analysis,1,2
Order (exchange),Financial market,1,2
Point (geometry),Scalar field,1,2
Visualization,Fork (system call),1,2
Market data,Market analysis,1,2
Market data,Financial market,1,2
Market data,Order (exchange),1,2
Financial sector,Market analysis,1,2
Financial sector,Financial market,1,2
Financial sector,Order (exchange),1,2
Financial sector,Market data,1,2
Time series,Market analysis,1,2
Security token,Initialization,1,2
Security token,Feature (linguistics),1,2
Phone,Suite,1,2
Hidden Markov model,Pattern recognition (psychology),1,2
Hidden Markov model,Scalability,1,2
Hidden Markov model,Security token,1,2
Hidden Markov model,Process (computing),1,2
Hidden Markov model,Path (computing),1,2
Embodied energy,Space (punctuation),1,2
Node (physics),Sequence (biology),1,2
Node (physics),Feature vector,1,2
Node (physics),Initialization,1,2
Node (physics),Scalability,1,2
Node (physics),Security token,1,2
Node (physics),Path (computing),1,2
Node (physics),Hidden Markov model,1,2
Mobile phone,Analytics,1,2
Mobile phone,Suite,1,2
Phone,Analytics,1,2
Hidden Markov model,Feature (linguistics),1,2
Hidden Markov model,Initialization,1,2
Security token,Scalability,1,2
Hidden Markov model,Feature vector,1,2
Process (computing),Feature vector,1,2
Process (computing),Security token,1,2
Path (computing),Sequence (biology),1,2
Path (computing),Feature vector,1,2
Path (computing),Initialization,1,2
Visualization,Nexus (standard),1,2
Path (computing),Pattern recognition (psychology),1,2
Path (computing),Feature (linguistics),1,2
Path (computing),Scalability,1,2
Path (computing),Security token,1,2
Viewpoints,Scalar field,1,2
Cluster analysis,Security token,1,2
Cluster analysis,Path (computing),1,2
Visualization,Security token,1,2
Hidden Markov model,Sequence (biology),1,2
Movement (music),Frame of reference,1,2
Movement (music),Spatial analysis,1,2
Movement (music),TRACE (psycholinguistics),1,2
Organizational chart,Business intelligence,1,2
Aggregate (composite),Hierarchical organization,1,2
Business intelligence,Hierarchy,1,2
Business intelligence,Hierarchical organization,1,2
Business intelligence,Aggregate (composite),1,2
