Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
1998,10.1109/VISUAL.1998.745309,Eliminating popping artifacts in sheet buffer-based splatting,2.0,1.0,K. Mueller,https://ieeexplore.ieee.org/author/37273119700,"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",True
1998,10.1109/VISUAL.1998.745309,Eliminating popping artifacts in sheet buffer-based splatting,2.0,2.0,R. Crawfis,https://ieeexplore.ieee.org/author/37284273900,"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",True
2000,10.1109/INFVIS.2000.885097,Visualizing sequential patterns for text mining,5.0,1.0,Pak Chung Wong,https://ieeexplore.ieee.org/author/37086987754,"Pacific Northwest National Laboratory, USA",True
2000,10.1109/INFVIS.2000.885097,Visualizing sequential patterns for text mining,5.0,2.0,W. Cowley,https://ieeexplore.ieee.org/author/37672002300,"Pacific Northwest National Laboratory, USA",True
2000,10.1109/INFVIS.2000.885097,Visualizing sequential patterns for text mining,5.0,3.0,H. Foote,https://ieeexplore.ieee.org/author/37372586800,"Pacific Northwest National Laboratory, USA",True
2000,10.1109/INFVIS.2000.885097,Visualizing sequential patterns for text mining,5.0,4.0,E. Jurrus,https://ieeexplore.ieee.org/author/37725413900,"Pacific Northwest National Laboratory, USA",True
2000,10.1109/INFVIS.2000.885097,Visualizing sequential patterns for text mining,5.0,5.0,J. Thomas,https://ieeexplore.ieee.org/author/37273308900,"Pacific Northwest National Laboratory, USA",True
2001,10.1109/VISUAL.2001.964516,Salient iso-surface detection with model-independent statistical signatures,3.0,1.0,S. Tenginakai,https://ieeexplore.ieee.org/author/37087731216,"Computer and Information Science, Ohio State Uinversity, USA",True
2001,10.1109/VISUAL.2001.964516,Salient iso-surface detection with model-independent statistical signatures,3.0,2.0,Jinho Lee,https://ieeexplore.ieee.org/author/37087339338,"Computer and Information Science, Ohio State Uinversity, USA",True
2001,10.1109/VISUAL.2001.964516,Salient iso-surface detection with model-independent statistical signatures,3.0,3.0,R. Machiraju,https://ieeexplore.ieee.org/author/37269516700,"Computer and Information Science, Ohio State Uinversity, USA",True
2002,10.1109/INFVIS.2002.1173152,A space-optimized tree visualization,2.0,1.0,Quang Vinh Nguyen,https://ieeexplore.ieee.org/author/37087146658,"University of Technology, Sydney, NSW, Australia",True
2002,10.1109/INFVIS.2002.1173152,A space-optimized tree visualization,2.0,2.0,Mao Lin Huang,https://ieeexplore.ieee.org/author/37087143166,"University of Technology, Sydney, NSW, Australia",True
2004,10.1109/VISUAL.2004.37,Haptic display of interaction between textured models,4.0,1.0,M.A. Otaduy,https://ieeexplore.ieee.org/author/37282557800,"Department of Computer Science, University of North Carolina, Chapel Hill, USA",True
2004,10.1109/VISUAL.2004.37,Haptic display of interaction between textured models,4.0,2.0,N. Jain,https://ieeexplore.ieee.org/author/37089139658,"Department of Computer Science, University of North Carolina, Chapel Hill, USA",True
2004,10.1109/VISUAL.2004.37,Haptic display of interaction between textured models,4.0,3.0,A. Sud,https://ieeexplore.ieee.org/author/37282556700,"Department of Computer Science, University of North Carolina, Chapel Hill, USA",True
2004,10.1109/VISUAL.2004.37,Haptic display of interaction between textured models,4.0,4.0,M.C. Lin,https://ieeexplore.ieee.org/author/37278387400,"Department of Computer Science, University of North Carolina, Chapel Hill, USA",True
2005,10.1109/VISUAL.2005.1532838,Visualizing data with motion,2.0,1.0,D.E. Huber,https://ieeexplore.ieee.org/author/37089135612,"Northrop Grumman Corporation, USA",True
2005,10.1109/VISUAL.2005.1532838,Visualizing data with motion,2.0,2.0,C.G. Healey,https://ieeexplore.ieee.org/author/37298406100,"North Carolina State University, USA",True
2007,10.1109/TVCG.2007.70574,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,5.0,1.0,Remco Chang,https://ieeexplore.ieee.org/author/37592409400,"Department of Computer Science, UNC-Charlotte, USA",True
2007,10.1109/TVCG.2007.70574,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,5.0,2.0,Ginette Wessel,https://ieeexplore.ieee.org/author/37948880500,"UNC Charlotte College of Architecture, USA",True
2007,10.1109/TVCG.2007.70574,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,5.0,3.0,Robert Kosara,https://ieeexplore.ieee.org/author/37282563400,"Department of Computer Science, UNC-Charlotte, USA",True
2007,10.1109/TVCG.2007.70574,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,5.0,4.0,Eric Sauda,https://ieeexplore.ieee.org/author/37945352600,"UNC Charlotte College of Architecture, USA",True
2007,10.1109/TVCG.2007.70574,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,5.0,5.0,William Ribarsky,https://ieeexplore.ieee.org/author/37300425000,"Department of Computer Science, UNC-Charlotte, USA",True
2008,10.1109/TVCG.2008.138,HiPP: A Novel Hierarchical Point Placement Strategy and its Application to the Exploration of Document Collections,2.0,1.0,Fernando V. Paulovich,https://ieeexplore.ieee.org/author/37590969400,"ICMC, Instituto de Ciências Matemáticas e de Computaçãao, University of São Paulo, Sao Paulo, Brazil",True
2008,10.1109/TVCG.2008.138,HiPP: A Novel Hierarchical Point Placement Strategy and its Application to the Exploration of Document Collections,2.0,2.0,Rosane Minghim,https://ieeexplore.ieee.org/author/37371567600,"ICMC, Instituto de Ciências Matemáticas e de Computaçãao, University of São Paulo, Sao Paulo, Brazil",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,1.0,Won-Ki Jeong,https://ieeexplore.ieee.org/author/37268212100,"School of Engineering and Applied Sciences, Harvard University, USA",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,2.0,Johanna Beyer,https://ieeexplore.ieee.org/author/37409575800,"Center for Virtual Reality, Visualization Research, Inc., Austria",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,3.0,Markus Hadwiger,https://ieeexplore.ieee.org/author/37394809600,"Center for Virtual Reality, Visualization Research, Inc., Austria",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,4.0,Amelio Vazquez,https://ieeexplore.ieee.org/author/38104293600,"School of Engineering and Applied Sciences, Harvard University, USA",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,5.0,Hanspeter Pfister,https://ieeexplore.ieee.org/author/37275698100,"School of Engineering and Applied Sciences, Harvard University, USA",True
2009,10.1109/TVCG.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,6.0,6.0,Ross T. Whitaker,https://ieeexplore.ieee.org/author/37267322600,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2010,10.1109/TVCG.2010.200,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,5.0,1.0,Wei Zeng,https://ieeexplore.ieee.org/author/37393948000,"Computer Science Department, Stony Brook University, USA",True
2010,10.1109/TVCG.2010.200,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,5.0,2.0,Joseph Marino,https://ieeexplore.ieee.org/author/37605959300,"Computer Science Department, Stony Brook University, USA",True
2010,10.1109/TVCG.2010.200,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,5.0,3.0,Krishna Chaitanya Gurijala,https://ieeexplore.ieee.org/author/37087286037,"Computer Science Department, Stony Brook University, USA",True
2010,10.1109/TVCG.2010.200,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,5.0,4.0,Xianfeng Gu,https://ieeexplore.ieee.org/author/37276603700,"Computer Science Department, Stony Brook University, USA",True
2010,10.1109/TVCG.2010.200,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,5.0,5.0,Arie Kaufman,https://ieeexplore.ieee.org/author/37268052800,"Computer Science Department, Stony Brook University, USA",True
2011,10.1109/TVCG.2011.169,Asymmetric Relations in Longitudinal Social Networks,2.0,1.0,Ulrik Brandes,https://ieeexplore.ieee.org/author/37550836200,"Department of Computer & Information Science, University of Konstanz, Germany",True
2011,10.1109/TVCG.2011.169,Asymmetric Relations in Longitudinal Social Networks,2.0,2.0,Bobo Nick,https://ieeexplore.ieee.org/author/38016272500,"Department of Computer & Information Science, University of Konstanz, Germany",True
2012,10.1109/TVCG.2012.251,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,2.0,1.0,Anastasia Bezerianos,https://ieeexplore.ieee.org/author/37267832500,"CNRS (LRI) and INRIA, University Paris Sud, France",True
2012,10.1109/TVCG.2012.251,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,2.0,2.0,Petra Isenberg,https://ieeexplore.ieee.org/author/37591317800,"INRIA, France",True
2012,10.1109/TVCG.2012.263,SnapShot: Visualization to Propel Ice Hockey Analytics,4.0,1.0,Hannah Pileggi,https://ieeexplore.ieee.org/author/38488862800,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA",True
2012,10.1109/TVCG.2012.263,SnapShot: Visualization to Propel Ice Hockey Analytics,4.0,2.0,Charles D. Stolper,https://ieeexplore.ieee.org/author/38490190000,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA",True
2012,10.1109/TVCG.2012.263,SnapShot: Visualization to Propel Ice Hockey Analytics,4.0,3.0,J. Michael Boyle,https://ieeexplore.ieee.org/author/38490191800,"Sports Analytics Institute LLC, USA",True
2012,10.1109/TVCG.2012.263,SnapShot: Visualization to Propel Ice Hockey Analytics,4.0,4.0,John T. Stasko,https://ieeexplore.ieee.org/author/37267736900,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA",True
2013,10.1109/TVCG.2013.150,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,4.0,1.0,Xiaoru Yuan,https://ieeexplore.ieee.org/author/37403856700,"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, Beijing, China",True
2013,10.1109/TVCG.2013.150,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,4.0,2.0,Donghao Ren,https://ieeexplore.ieee.org/author/37077502100,"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, Beijing, China",True
2013,10.1109/TVCG.2013.150,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,4.0,3.0,Zuchao Wang,https://ieeexplore.ieee.org/author/37404943000,"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, Beijing, China",True
2013,10.1109/TVCG.2013.150,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,4.0,4.0,Cong Guo,https://ieeexplore.ieee.org/author/37077773300,"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, Beijing, China",True
2014,10.1109/TVCG.2014.2346482,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,3.0,1.0,Josua Krause,https://ieeexplore.ieee.org/author/37085594931,NYU Polytechnic School of Engineering,True
2014,10.1109/TVCG.2014.2346482,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,3.0,2.0,Adam Perer,https://ieeexplore.ieee.org/author/37294938400,IBM T.J. Watson Research Center,True
2014,10.1109/TVCG.2014.2346482,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,3.0,3.0,Enrico Bertini,https://ieeexplore.ieee.org/author/38267713800,NYU Polytechnic School of Engineering,True
1997,10.1109/VISUAL.1997.663909,Controlled simplification of genus for polygonal models ,2.0,1.0,J. El-Sana,https://ieeexplore.ieee.org/author/38274901700,"State University of New York, Stony Brook, USA",True
1997,10.1109/VISUAL.1997.663909,Controlled simplification of genus for polygonal models ,2.0,2.0,A. Varshney,https://ieeexplore.ieee.org/author/37282560200,"State University of New York, Stony Brook, USA",True
1998,10.1109/VISUAL.1998.745333,Selective visualization of vortices in hydrodynamic flows,5.0,1.0,I.A. Sadarjoen,https://ieeexplore.ieee.org/author/37372009600,"Department of Computer Science, Delft University of Technnology, Delft, Netherlands",True
1998,10.1109/VISUAL.1998.745333,Selective visualization of vortices in hydrodynamic flows,5.0,2.0,F.H. Post,https://ieeexplore.ieee.org/author/37295045800,"Department of Computer Science, Delft University of Technnology, Delft, Netherlands",True
1998,10.1109/VISUAL.1998.745333,Selective visualization of vortices in hydrodynamic flows,5.0,3.0,Bing Ma,https://ieeexplore.ieee.org/author/37087456765,"Laboratory for Aero and Hydrodynamics,Delft University of Technology, Tsinghua University, Beijing, China",True
1998,10.1109/VISUAL.1998.745333,Selective visualization of vortices in hydrodynamic flows,5.0,4.0,D.C. Banks,https://ieeexplore.ieee.org/author/37356983700,"Department of Computer Science, Mississippi State University, USA",True
1998,10.1109/VISUAL.1998.745333,Selective visualization of vortices in hydrodynamic flows,5.0,5.0,H.-G. Pagendarm,https://ieeexplore.ieee.org/author/37372011800,"DLR: Deutsches Zentrum für Luft-und Raumfahrt, German Aerospace Center, Germany",True
2001,10.1109/VISUAL.2001.964534,Integrating occlusion culling with view-dependent rendering,3.0,1.0,J. El-Sana,https://ieeexplore.ieee.org/author/38274901700,"Department of Computer Science, Ben-Gurion University of the Negev, Beersheba, Israel",True
2001,10.1109/VISUAL.2001.964534,Integrating occlusion culling with view-dependent rendering,3.0,2.0,N. Sokolovsky,https://ieeexplore.ieee.org/author/37564187400,"Department of Computer Science, Ben-Gurion University of the Negev, Beersheba, Israel",True
2001,10.1109/VISUAL.2001.964534,Integrating occlusion culling with view-dependent rendering,3.0,3.0,C.T. Silva,https://ieeexplore.ieee.org/author/37275249200,"AT and T Research Laboratories, Florham Park, NJ, USA",True
2001,10.1109/VISUAL.2001.964555,Computed tomography angiography: a case study of peripheral vessel investigation,6.0,1.0,A. Kanitsar,https://ieeexplore.ieee.org/author/37282727500,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria",True
2001,10.1109/VISUAL.2001.964555,Computed tomography angiography: a case study of peripheral vessel investigation,6.0,2.0,D. Fleischmann,https://ieeexplore.ieee.org/author/37282581000,"TIANI Medgraph, Austria",True
2001,10.1109/VISUAL.2001.964555,Computed tomography angiography: a case study of peripheral vessel investigation,6.0,3.0,R. Wegenkittl,https://ieeexplore.ieee.org/author/37267822600,"VRVis Center Vienna, Austria",True
2001,10.1109/VISUAL.2001.964555,Computed tomography angiography: a case study of peripheral vessel investigation,6.0,4.0,D. Sandner,https://ieeexplore.ieee.org/author/37087486980,"Department of Radiology, University of Technology, Vienna, Austria",True
2001,10.1109/VISUAL.2001.964555,Computed tomography angiography: a case study of peripheral vessel investigation,6.0,5.0,P. Felkel,https://ieeexplore.ieee.org/author/37267788200,"Department of Radiology, University of Technology, Vienna, Austria",True
