Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Alexander M. Rush,6,last,https://openalex.org/A2701382563,,,,,,,,
2021,10.1109/tvcg.2020.3023537,Words of Estimative Correlation: Studying Verbalizations of Scatterplots,2,Rafael Henkin,1,first,https://openalex.org/A2677880615,,1.0,"City, University of London","[giCentre, Department of Computer Science, City, University of London, London, London United Kingdom of Great Britain and Northern Ireland (e-mail: r.henkin@qmul.ac.uk)]",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2021,10.1109/tvcg.2020.3023537,Words of Estimative Correlation: Studying Verbalizations of Scatterplots,2,Cagatay Turkay,2,last,https://openalex.org/A2033870557,https://orcid.org/0000-0001-6788-251X,1.0,University of Warwick,"[Centre for Interdisciplinary Methodologies, University of Warwick, 2707 Coventry, West Midlands United Kingdom of Great Britain and Northern Ireland CV4 7AL (e-mail: Cagatay.Turkay@warwick.ac.uk)]",https://openalex.org/I39555362,https://ror.org/01a77tt86,education,GB
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Hanqi Guo,1,first,https://openalex.org/A2171996713,https://orcid.org/0000-0001-7776-1834,1.0,Argonne National Laboratory,"[Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA]",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,David Lenz,2,middle,https://openalex.org/A3105148360,,1.0,Argonne National Laboratory,"[Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA]",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Jiayi Xu,3,middle,https://openalex.org/A2665723980,https://orcid.org/0000-0002-9091-6412,1.0,The Ohio State University,"Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA,",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Xin Liang,4,middle,https://openalex.org/A2410166921,,1.0,Missouri University of Science and Technology,"Department of Computer Science Missouri University of Science and Technology, Rolla, MO, USA",https://openalex.org/I20382870,https://ror.org/00scwqd12,education,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Wenbin He,5,middle,https://openalex.org/A2990892950,https://orcid.org/0000-0002-5376-5803,1.0,Robert Bosch,"Bosch Research North America, Sunnyvale, CA, USA",https://openalex.org/I889804353,https://ror.org/01fe0jt45,company,DE
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Iulian Grindeanu,6,middle,https://openalex.org/A2943066166,,1.0,Argonne National Laboratory,"[Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA]",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Han-Wei Shen,7,middle,https://openalex.org/A2136258827,,1.0,The Ohio State University,"Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA,",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Tom Peterka,8,middle,https://openalex.org/A2004445387,https://orcid.org/0000-0002-0525-3205,1.0,Argonne National Laboratory,"[Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA]",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Todd Munson,9,middle,https://openalex.org/A2144923503,https://orcid.org/0000-0002-0030-3648,1.0,Argonne National Laboratory,"[Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA]",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3073399,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,10,Ian Foster,10,last,https://openalex.org/A2017222965,https://orcid.org/0000-0003-2129-5269,1.0,Argonne National Laboratory,"Data Science and Learning Division, Argonne National Laboratory, Lemont, IL, USA.",https://openalex.org/I1282105669,https://ror.org/05gvnxz63,facility,US
2021,10.1109/tvcg.2021.3060500,A Progressive Approach to Scalar Field Topology,3,Jules Vidal,1,first,https://openalex.org/A2952379425,https://orcid.org/0000-0002-1154-4391,1.0,University of Paris,"[CNRS, Sorbonne Université, Paris, France]",https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3060500,A Progressive Approach to Scalar Field Topology,3,Pierre Guillou,2,middle,https://openalex.org/A2999226881,,1.0,University of Paris,"[CNRS, Sorbonne Université, Paris, France]",https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3060500,A Progressive Approach to Scalar Field Topology,3,Julien Tierny,3,last,https://openalex.org/A1907546594,https://orcid.org/0000-0003-0056-2831,1.0,University of Paris,"[CNRS, Sorbonne Université, Paris, France]",https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3076875,Unordered Task-Parallel Augmented Merge Tree Construction,2,Kilian Werner,1,first,https://openalex.org/A2886899578,,1.0,University of Kaiserslautern,"Scientific Visualization Lab, University of Kaiserslautern, Kaiserslautern, Germany",https://openalex.org/I153267046,https://ror.org/04zrf7b53,education,DE
2021,10.1109/tvcg.2021.3076875,Unordered Task-Parallel Augmented Merge Tree Construction,2,Christoph Garth,2,last,https://openalex.org/A2020036024,https://orcid.org/0000-0003-1669-8549,1.0,University of Kaiserslautern,"Scientific Visualization Lab, University of Kaiserslautern, Kaiserslautern, Germany",https://openalex.org/I153267046,https://ror.org/04zrf7b53,education,DE
2021,10.1109/tvcg.2021.3114839,"Wasserstein Distances, Geodesics and Barycenters of Merge Trees",4,Mathieu Pont,1,first,https://openalex.org/A3184879910,,1.0,Algorithmics Inc.,"Algorithmes, Programmes et Résolution",https://openalex.org/I867474933,,,CA
2021,10.1109/tvcg.2021.3114839,"Wasserstein Distances, Geodesics and Barycenters of Merge Trees",4,Jules Vidal,2,middle,https://openalex.org/A2952379425,https://orcid.org/0000-0002-1154-4391,1.0,Algorithmics Inc.,"Algorithmes, Programmes et Résolution",https://openalex.org/I867474933,,,CA
2021,10.1109/tvcg.2021.3114839,"Wasserstein Distances, Geodesics and Barycenters of Merge Trees",4,Julie Delon,3,middle,https://openalex.org/A3183729535,,1.0,Centre de Mathématiques Appliquées,Mathématiques Appliquées Paris 5,https://openalex.org/I4210107641,https://ror.org/012e1xn46,facility,FR
2021,10.1109/tvcg.2021.3114839,"Wasserstein Distances, Geodesics and Barycenters of Merge Trees",4,Julien Tierny,4,last,https://openalex.org/A1907546594,https://orcid.org/0000-0003-0056-2831,1.0,Algorithmics Inc.,"Algorithmes, Programmes et Résolution",https://openalex.org/I867474933,,,CA
2021,10.1109/tvcg.2021.3064385,Optimization and Augmentation for Data Parallel Contour Trees,4,Hamish Carr,1,first,https://openalex.org/A2698075467,https://orcid.org/0000-0001-6739-0283,1.0,University of Leeds,"[School of Computing, University of Leeds, Leeds, yorks, United Kingdom of Great Britain and Northern Ireland, LS2 9JT (e-mail: H.Carr@leeds.ac.uk)]",https://openalex.org/I130828816,https://ror.org/024mrxd33,education,GB
2021,10.1109/tvcg.2021.3064385,Optimization and Augmentation for Data Parallel Contour Trees,4,Oliver Rubel,2,middle,https://openalex.org/A2462382856,,1.0,Lawrence Berkeley National Laboratory,"[Computational Research Division, Lawrence Berkeley National Laboratory, Berkeley, California, United States, 94720 (e-mail: oruebel@lbl.gov)]",https://openalex.org/I148283060,https://ror.org/02jbv0t02,facility,US
2021,10.1109/tvcg.2021.3064385,Optimization and Augmentation for Data Parallel Contour Trees,4,Gunther H. Weber,3,middle,https://openalex.org/A2424001649,https://orcid.org/0000-0002-1794-1398,1.0,Lawrence Berkeley National Laboratory,"[Computational Research Division, Lawrence Berkeley National Laboratory, Berkeley, California, United States, 94720 (e-mail: ghweber@lbl.gov)]",https://openalex.org/I148283060,https://ror.org/02jbv0t02,facility,US
2021,10.1109/tvcg.2021.3064385,Optimization and Augmentation for Data Parallel Contour Trees,4,James Ahrens,4,last,https://openalex.org/A2570943861,https://orcid.org/0000-0001-9378-282X,1.0,Los Alamos National Laboratory,"[Computer and Computational Science, Los Alamos National Laboratory, Los Alamos, New Mexico United States 87544 (e-mail: ahrens@lanl.gov)]",https://openalex.org/I1343871089,https://ror.org/01e41cf67,facility,US
2021,10.1109/tvcg.2021.3114872,A Domain-Oblivious Approach for Learning Concise Representations of Filtered Topological Spaces for Clustering,4,Yu Qin,1,first,https://openalex.org/A3138738170,,,,,,,,
2021,10.1109/tvcg.2021.3114872,A Domain-Oblivious Approach for Learning Concise Representations of Filtered Topological Spaces for Clustering,4,Brittany Terese Fasy,2,middle,https://openalex.org/A2062090202,https://orcid.org/0000-0003-1908-0154,,,,,,,
2021,10.1109/tvcg.2021.3114872,A Domain-Oblivious Approach for Learning Concise Representations of Filtered Topological Spaces for Clustering,4,Carola Wenk,3,middle,https://openalex.org/A2130147369,https://orcid.org/0000-0001-9275-5336,,,,,,,
2021,10.1109/tvcg.2021.3114872,A Domain-Oblivious Approach for Learning Concise Representations of Filtered Topological Spaces for Clustering,4,Brian Summa,4,last,https://openalex.org/A2059514868,,,,,,,,
2021,10.1109/tvcg.2020.3018724,ChartSeer: Interactive Steering Exploratory Visual Analysis with Machine Intelligence,3,Jian Zhao,1,first,https://openalex.org/A2154306252,https://orcid.org/0000-0003-4134-2739,1.0,University of Waterloo,"[School of Computer Science, University of Waterloo, 8430 Waterloo, Ontario, Canada, (e-mail: jianzhao@uwaterloo.ca)]",https://openalex.org/I151746483,https://ror.org/01aff2v68,education,CA
2021,10.1109/tvcg.2020.3018724,ChartSeer: Interactive Steering Exploratory Visual Analysis with Machine Intelligence,3,Mingming Fan,2,middle,https://openalex.org/A2892869864,,1.0,Rochester Institute of Technology,"School of Information, Rochester Institute of Technology, Rochester, New York United States (e-mail: mingming.fan@rit.edu)",https://openalex.org/I155173764,https://ror.org/00v4yb702,education,US
2021,10.1109/tvcg.2020.3018724,ChartSeer: Interactive Steering Exploratory Visual Analysis with Machine Intelligence,3,Mi Feng,3,last,https://openalex.org/A2709207846,,1.0,Twitter,"Data Visualization, Twitter Inc, San Francisco, California United States (e-mail: fmamimi@gmail.com)",https://openalex.org/I113979032,https://ror.org/04wt43v05,company,US
2021,10.1109/tvcg.2021.3057483,Net2Vis - A Visual Grammar for Automatically Generating Publication-Tailored CNN Architecture Visualizations,3,Alex Bäuerle,1,first,https://openalex.org/A2886131697,https://orcid.org/0000-0003-3886-8799,1.0,University of Ulm,"Visual Computing Group at Ulm University, Ulm, Germany",https://openalex.org/I196349391,https://ror.org/032000t02,education,DE
2021,10.1109/tvcg.2021.3057483,Net2Vis - A Visual Grammar for Automatically Generating Publication-Tailored CNN Architecture Visualizations,3,Christian van Onzenoodt,2,middle,https://openalex.org/A2894231188,https://orcid.org/0000-0002-5951-6795,1.0,University of Ulm,"Visual Computing Group at Ulm University, Ulm, Germany",https://openalex.org/I196349391,https://ror.org/032000t02,education,DE
2021,10.1109/tvcg.2021.3057483,Net2Vis - A Visual Grammar for Automatically Generating Publication-Tailored CNN Architecture Visualizations,3,Timo Ropinski,3,last,https://openalex.org/A292280582,https://orcid.org/0000-0002-7857-5512,1.0,University of Ulm,"Visual Computing Group at Ulm University, Ulm, Germany",https://openalex.org/I196349391,https://ror.org/032000t02,education,DE
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Carla Floricel,1,first,https://openalex.org/A3171684693,,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Nafiul Nipu,2,middle,https://openalex.org/A3190220871,,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Mikayla Biggs,3,middle,https://openalex.org/A3171826140,,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Andrew Wentzel,4,middle,https://openalex.org/A2957835450,https://orcid.org/0000-0002-2003-2750,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Guadalupe Canahuate,5,middle,https://openalex.org/A2291962010,https://orcid.org/0000-0001-5873-5454,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Lisanne V. van Dijk,6,middle,https://openalex.org/A2314462678,https://orcid.org/0000-0002-9515-5616,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,Abdallah S.R. Mohamed,7,middle,https://openalex.org/A2136517573,https://orcid.org/0000-0003-2064-7613,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,C. David Fuller,8,middle,https://openalex.org/A2431262744,https://orcid.org/0000-0002-5264-3994,,,,,,,
2021,10.1109/tvcg.2021.3114810,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,9,G. Elisabeta Marai,9,last,https://openalex.org/A387219559,https://orcid.org/0000-0002-7212-9669,,,,,,,
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Aoyu Wu,1,first,https://openalex.org/A2965953881,https://orcid.org/0000-0001-9187-9265,1.0,Hong Kong University of Science and Technology,[Hong Kong University of Science and Technology (e-mail: awuac@cse.ust.hk)],https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Yun Wang,2,middle,https://openalex.org/A2480902628,,1.0,Microsoft,[Microsoft Research Area (e-mail: wangyun@microsoft.com)],https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Mengyu Zhou,3,middle,https://openalex.org/A2476147083,,1.0,Microsoft,[Microsoft Research Area (e-mail: mezho@microsoft.com)],https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Xinyi He,4,middle,https://openalex.org/A3166360781,,1.0,Microsoft,[Microsoft Research Area (e-mail: v-hexin@microsoft.com)],https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Haidong Zhang,5,middle,https://openalex.org/A2619046802,,1.0,Microsoft,[Microsoft Research Area (e-mail: haidong.zhang@microsoft.com)],https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Huamin Qu,6,middle,https://openalex.org/A2103237498,https://orcid.org/0000-0002-3344-9694,1.0,Hong Kong University of Science and Technology,[Hong Kong University of Science and Technology (e-mail: huamin@cse.ust.hk)],https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2021,10.1109/tvcg.2021.3114826,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,7,Dongmei Zhang,7,last,https://openalex.org/A3192502945,,1.0,Microsoft,[Microsoft Research Area (e-mail: dongmeiz@microsoft.com)],https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
