Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2002,10.1109/VISUAL.2002.1183753,Fast visualization of plane-like structures in voxel data,Fast visualization of plane-like structures in voxel data,"https://scholar.google.com/scholar?cites=4251244569541703852&as_sdt=5,50&sciodt=0,50&hl=en",55
2002,10.1109/VISUAL.2002.1183755,Direct surface extraction from 3D freehand ultrasound images,[BOOK] Direct surface extraction from 3D freehand ultrasound images,"https://scholar.google.com/scholar?cites=12876319994331628450&as_sdt=5,50&sciodt=0,50&hl=en",49
2002,10.1109/VISUAL.2002.1183770,"PMR: point to mesh rendering, a feature-based approach","PMR: Point to mesh rendering, a feature-based approach","https://scholar.google.com/scholar?cites=269180127053953174&as_sdt=5,50&sciodt=0,50&hl=en",66
2004,10.1109/VISUAL.2004.32,Flow field clustering via algebraic multigrid,Flow field clustering via algebraic multigrid,"https://scholar.google.com/scholar?cites=16788261340380120200&as_sdt=5,50&sciodt=0,50&hl=en",50
2005,10.1109/VISUAL.2005.1532794,Distributed data management for large volume visualization,Distributed data management for large volume visualization,"https://scholar.google.com/scholar?cites=1505825070930392419&as_sdt=5,50&sciodt=0,50&hl=en",47
2006,10.1109/VAST.2006.261439,"Toward a Multi-Analyst, Collaborative Framework for Visual Analytics","Toward a multi-analyst, collaborative framework for visual analytics","https://scholar.google.com/scholar?cites=389130793429553189&as_sdt=5,50&sciodt=0,50&hl=en",60
2007,10.1109/TVCG.2007.70565,Illustrative Deformation for Data Exploration,Illustrative deformation for data exploration,"https://scholar.google.com/scholar?cites=4445800179385726542&as_sdt=5,50&sciodt=0,50&hl=en",72
2008,10.1109/TVCG.2008.170,The Seismic Analyzer: Interpreting and Illustrating 2D Seismic Data,The seismic analyzer: Interpreting and illustrating 2d seismic data,"https://scholar.google.com/scholar?cites=10189201853021229173&as_sdt=5,50&sciodt=0,50&hl=en",68
2009,10.1109/TVCG.2009.144,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,Focus+ context route zooming and information overlay in 3D urban environments,"https://scholar.google.com/scholar?cites=2896331685771552946&as_sdt=5,50&sciodt=0,50&hl=en",63
2011,10.1109/TVCG.2011.166,"Angular Histograms: Frequency-Based Visualizations for Large, High Dimensional Data","Angular histograms: Frequency-based visualizations for large, high dimensional data","https://scholar.google.com/scholar?cites=14280897234346568199&as_sdt=5,50&sciodt=0,50&hl=en",74
2011,10.1109/VAST.2011.6102445,How locus of control influences compatibility with visualization style,How locus of control influences compatibility with visualization style,"https://scholar.google.com/scholar?cites=10789224900100235833&as_sdt=5,50&sciodt=0,50&hl=en",71
2011,10.1109/TVCG.2011.177,Branching and Circular Features in High Dimensional Data,Branching and circular features in high dimensional data,"https://scholar.google.com/scholar?cites=7921876480390525100&as_sdt=5,50&sciodt=0,50&hl=en",52
2012,10.1109/TVCG.2012.192,Adaptive Composite Map Projections,Adaptive composite map projections,"https://scholar.google.com/scholar?cites=3427409044812564617&as_sdt=5,50&sciodt=0,50&hl=en",68
2012,10.1109/TVCG.2012.194,An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,An adaptive prediction-based approach to lossless compression of floating-point volume data,"https://scholar.google.com/scholar?cites=18017857801860922943&as_sdt=5,50&sciodt=0,50&hl=en",66
2013,10.1109/TVCG.2013.147,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,Design by dragging: An interface for creative forward and inverse design with simulation ensembles,"https://scholar.google.com/scholar?cites=10837984104808598566&as_sdt=5,50&sciodt=0,50&hl=en",58
2013,10.1109/TVCG.2013.168,Interactive Exploration of Surveillance Video through Action Shot Summarization and Trajectory Visualization,Interactive exploration of surveillance video through action shot summarization and trajectory visualization,"https://scholar.google.com/scholar?cites=15695418093382326720&as_sdt=5,50&sciodt=0,50&hl=en",81
2013,10.1109/TVCG.2013.223,Visual Analytics for Multimodal Social Network Analysis: A Design Study with Social Scientists,Visual analytics for multimodal social network analysis: A design study with social scientists,"https://scholar.google.com/scholar?cites=9034062520163575911&as_sdt=5,50&sciodt=0,50&hl=en",79
2014,10.1109/TVCG.2014.2346448,Multi-Charts for Comparative 3D Ensemble Visualization,Multi-charts for comparative 3d ensemble visualization,"https://scholar.google.com/scholar?cites=14663400340953425914&as_sdt=5,50&sciodt=0,50&hl=en",80
2014,10.1109/TVCG.2014.2346594,Visual Abstraction and Exploration of Multi-class Scatterplots,Visual abstraction and exploration of multi-class scatterplots,"https://scholar.google.com/scholar?cites=11031477531773297713&as_sdt=5,50&sciodt=0,50&hl=en",89
2015,10.1109/TVCG.2015.2467871,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"https://scholar.google.com/scholar?cites=8876399615514715816&as_sdt=5,50&sciodt=0,50&hl=en",94
1990,10.1109/VISUAL.1990.146373,Moving iconic objects in scientific visualization,Moving iconic objects in scientific visualization,"https://scholar.google.com/scholar?cites=10077652082606338630&as_sdt=5,50&sciodt=0,50&hl=en",72
1992,10.1109/VISUAL.1992.235215,Display of scientific data structures for algorithm visualization,[PDF] Display of scientific data structures for algorithm visualization,"https://scholar.google.com/scholar?cites=18007053762516931448&as_sdt=5,50&sciodt=0,50&hl=en",68
1993,10.1109/VISUAL.1993.398848,Visualization of time-dependent flow fields,Visualization of time-dependent flow fields,"https://scholar.google.com/scholar?cites=10505536725560918360&as_sdt=5,50&sciodt=0,50&hl=en",59
1995,10.1109/VISUAL.1995.480792,A hardware acceleration method for volumetric ray tracing,A hardware acceleration method for volumetric ray tracing,"https://scholar.google.com/scholar?cites=12190775287111157782&as_sdt=5,50&sciodt=0,50&hl=en",197
1995,10.1109/VISUAL.1995.480798,IFS fractal interpolation for 2D and 3D visualization,IFS fractal interpolation for 2D and 3D visualization,"https://scholar.google.com/scholar?cites=6684541852110246884&as_sdt=5,50&sciodt=0,50&hl=en",69
1995,10.1109/VISUAL.1995.480807,Interval volume: a solid fitting technique for volumetric data display and analysis,Interval volume: a solid fitting technique for volumetric data display and analysis,"https://scholar.google.com/scholar?cites=2622887672929772322&as_sdt=5,50&sciodt=0,50&hl=en",54
1996,10.1109/VISUAL.1996.568111,Opacity-modulating triangular textures for irregular surfaces,Opacity-modulating triangular textures for irregular surfaces,"https://scholar.google.com/scholar?cites=10557746482847359221&as_sdt=5,50&sciodt=0,50&hl=en",45
1997,10.1109/INFVIS.1997.636794,Metrics for effective information visualization,Metrics for effective information visualization,"https://scholar.google.com/scholar?cites=10034440006837391032&as_sdt=5,50&sciodt=0,50&hl=en",109
2001,10.1109/VISUAL.2001.964550,Visualizing 2D probability distributions from EOS satellite image-derived data sets: a case study,Visualizing 2D probability distributions from EOS satellite image-derived data sets: A case study,"https://scholar.google.com/scholar?cites=6433893725288669485&as_sdt=5,50&sciodt=0,50&hl=en",69
2003,10.1109/VISUAL.2003.1250391,Visibility culling using plenoptic opacity functions for large volume visualization,Visibility culling using plenoptic opacity functions for large volume visualization,"https://scholar.google.com/scholar?cites=1547628280946652956&as_sdt=5,50&sciodt=0,50&hl=en",52
2004,10.1109/VISUAL.2004.38,Hardware-accelerated adaptive EWA volume splatting,Hardware-accelerated adaptive EWA volume splatting,"https://scholar.google.com/scholar?cites=8342349850289947669&as_sdt=5,50&sciodt=0,50&hl=en",85
2004,10.1109/VISUAL.2004.52,Interactive point-based isosurface extraction,Interactive point-based isosurface extraction,"https://scholar.google.com/scholar?cites=8048735623670890608&as_sdt=5,50&sciodt=0,50&hl=en",64
2004,10.1109/VISUAL.2004.62,Light Collages: lighting design for effective visualization,Light collages: Lighting design for effective visualization,"https://scholar.google.com/scholar?cites=17353142556350767480&as_sdt=5,50&sciodt=0,50&hl=en",56
2005,10.1109/VISUAL.2005.1532780,The application of GPU particle tracing to diffusion tensor field visualization,The application of GPU particle tracing to diffusion tensor field visualization,"https://scholar.google.com/scholar?cites=1000627254914282807&as_sdt=5,50&sciodt=0,50&hl=en",57
2005,10.1109/VISUAL.2005.1532802,VolumeExplorer: roaming large volumes to couple visualization and data processing for oil and gas exploration,VolumeExplorer: Roaming large volumes to couple visualization and data processing for oil and gas exploration,"https://scholar.google.com/scholar?cites=7509633374238319286&as_sdt=5,50&sciodt=0,50&hl=en",41
2006,10.1109/TVCG.2006.150,Hub-based Simulation and Graphics Hardware Accelerated Visualization for Nanotechnology Applications,Hub-based simulation and graphics hardware accelerated visualization for nanotechnology applications,"https://scholar.google.com/scholar?cites=15818593157822019750&as_sdt=5,50&sciodt=0,50&hl=en",52
2007,10.1109/TVCG.2007.70534,A Flexible Multi-Volume Shader Framework for Arbitrarily Intersecting Multi-Resolution Datasets,A flexible multi-volume shader framework for arbitrarily intersecting multi-resolution datasets,"https://scholar.google.com/scholar?cites=3014542285183264807&as_sdt=5,50&sciodt=0,50&hl=en",58
2007,10.1109/TVCG.2007.70585,Random-Accessible Compressed Triangle Meshes,Random-accessible compressed triangle meshes,"https://scholar.google.com/scholar?cites=6532734080510836541&as_sdt=5,50&sciodt=0,50&hl=en",55
2008,10.1109/TVCG.2008.186,Volume MLS Ray Casting,Volume MLS ray casting,"https://scholar.google.com/scholar?cites=17711072774824707833&as_sdt=5,50&sciodt=0,50&hl=en",54
2009,10.1109/TVCG.2009.191,Towards Utilizing GPUs in Information Visualization: A Model and Implementation of Image-Space Operations,Towards utilizing gpus in information visualization: A model and implementation of image-space operations,"https://scholar.google.com/scholar?cites=4101431107875974411&as_sdt=5,50&sciodt=0,50&hl=en",57
2009,10.1109/TVCG.2009.154,Interactive Streak Surface Visualization on the GPU,Interactive streak surface visualization on the GPU,"https://scholar.google.com/scholar?cites=17721239433501101005&as_sdt=5,50&sciodt=0,50&hl=en",64
2009,10.1109/TVCG.2009.199,Visual Human+Machine Learning,Visual human+ machine learning,"https://scholar.google.com/scholar?cites=16060437721144806078&as_sdt=5,50&sciodt=0,50&hl=en",63
2012,10.1109/TVCG.2012.208,Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,Compressed adjacency matrices: Untangling gene regulatory networks,"https://scholar.google.com/scholar?cites=765875236912747061&as_sdt=5,50&sciodt=0,50&hl=en",63
1994,10.1109/VISUAL.1994.346332,Progressive transmission of scientific data using biorthogonal wavelet transform,Progressive transmission of scientific data using biorthogonal wavelet transform,"https://scholar.google.com/scholar?cites=2548342198613978753&as_sdt=5,50&sciodt=0,50&hl=en",61
1995,10.1109/VISUAL.1995.480789,Interval set: a volume rendering technique generalizing isosurface extraction,Interval set: A volume rendering technique generalizing isosurface extraction,"https://scholar.google.com/scholar?cites=379130002619569044&as_sdt=5,50&sciodt=0,50&hl=en",56
1996,10.1109/VISUAL.1996.567603,Fast stereo volume rendering,Fast stereo volume rendering,"https://scholar.google.com/scholar?cites=4506873374773420330&as_sdt=5,50&sciodt=0,50&hl=en",52
1996,10.1109/VISUAL.1996.568103,Complex-valued contour meshing,Complex-valued contour meshing,"https://scholar.google.com/scholar?cites=11209307369438879595&as_sdt=5,50&sciodt=0,50&hl=en",62
1997,10.1109/VISUAL.1997.663901,Multiresolution compression and reconstruction,[BOOK] Multiresolution compression and reconstruction,"https://scholar.google.com/scholar?cites=9598673237181791823&as_sdt=5,50&sciodt=0,50&hl=en",58
1998,10.1109/VISUAL.1998.745323,Pixel masks for screen-door transparency,[BOOK] Pixel masks for screen-door transparency,"https://scholar.google.com/scholar?cites=16578525567441451982&as_sdt=5,50&sciodt=0,50&hl=en",40
1999,10.1109/INFVIS.1999.801852,Visualizing application behavior on superscalar processors,Visualizing application behavior on superscalar processors,"https://scholar.google.com/scholar?cites=10163073876095565331&as_sdt=5,50&sciodt=0,50&hl=en",42
1999,10.1109/VISUAL.1999.809901,Implant sprays: compression of progressive tetrahedral mesh connectivity,Implant sprays: Compression of progressive tetrahedral mesh connectivity,"https://scholar.google.com/scholar?cites=2982353861962382903&as_sdt=5,50&sciodt=0,50&hl=en",56
1999,10.1109/VISUAL.1999.809924,Real-time visualization of scalably large collections of heterogeneous objects,Real-time visualization of scalably large collections of heterogeneous objects,"https://scholar.google.com/scholar?cites=10411147311791032913&as_sdt=5,50&sciodt=0,50&hl=en",71
1999,10.1109/VISUAL.1999.809930,Visualizing large-scale telecommunication networks and services,[BOOK] Visualizing large-scale telecommunication networks and services,"https://scholar.google.com/scholar?cites=2106185098474007946&as_sdt=5,50&sciodt=0,50&hl=en",78
2003,10.1109/VISUAL.2003.1250368,Interactive view-dependent rendering with conservative occlusion culling in complex environments,Interactive view-dependent rendering with conservative occlusion culling in complex environments,"https://scholar.google.com/scholar?cites=866210895170580645&as_sdt=5,50&sciodt=0,50&hl=en",56
2004,10.1109/VISUAL.2004.51,Interactive exploration of large remote micro-CT scans,Interactive exploration of large remote micro-CT scans,"https://scholar.google.com/scholar?cites=8478268988672470179&as_sdt=5,50&sciodt=0,50&hl=en",54
2004,10.1109/VISUAL.2004.55,Interactive terascale particle visualization,Interactive terascale particle visualization,"https://scholar.google.com/scholar?cites=2427309240002179512&as_sdt=5,50&sciodt=0,50&hl=en",56
