Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
Vis,2009,Time and Streak Surfaces for Flow Visualization in Large Time-Varying Data Sets,10.1109/TVCG.2009.190,1267,1274,J,2009,2009-11-01,W2114689182,IEEE Transactions on Visualization and Computer Graphics,1267.0,1274.0,8.0,20,9,58,3.0,False,False,True,False,Time and Streak Surfaces for Flow Visualization in Large Time-Varying Data Sets,101,False,,
InfoVis,2010,Graphical inference for infovis,10.1109/TVCG.2010.161,973,979,J,2010,2010-11-01,W2169112940,IEEE Transactions on Visualization and Computer Graphics,973.0,979.0,7.0,14,11,92,4.0,False,False,True,False,Graphical inference for infovis,125,True,BP,InfoVis
InfoVis,2011,Benefitting InfoVis with Visual Difficulties,10.1109/TVCG.2011.175,2213,2222,J,2011,2011-12-01,W2103484089,IEEE Transactions on Visualization and Computer Graphics,2213.0,2222.0,10.0,68,9,88,3.0,False,False,True,False,Benefitting InfoVis with Visual Difficulties,157,True,HM,InfoVis
InfoVis,2011,Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,10.1109/TVCG.2011.234,2325,2333,J,2011,2011-12-01,W2103573098,IEEE Transactions on Visualization and Computer Graphics,2325.0,2333.0,9.0,28,11,63,4.0,False,False,True,False,Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,92,False,,
Vis,1992,Visualization for the document space,10.1109/VISUAL.1992.235198,274,281,C,1992,1992-10-19,W2159610182,ieee visualization,274.0,281.0,8.0,14,13,49,1.0,False,False,True,False,Visualization for the document space,110,False,,
InfoVis,2002,A hybrid layout algorithm for sub-quadratic multidimensional scaling,10.1109/INFVIS.2002.1173161,152,158,C,2002,2002-10-28,W2151933245,ieee symposium on information visualization,152.0,158.0,7.0,11,11,55,3.0,False,False,False,False,A hybrid layout algorithm for sub-quadratic multidimensional scaling,92,False,,
Vis,2003,A constraint-based technique for haptic volume exploration,10.1109/VISUAL.2003.1250381,263,269,C,2003,2003-10-22,W2102063402,ieee visualization,35.0,,,42,6,54,4.0,False,False,True,False,A constraint-based technique for haptic volume exploration,76,False,,
Vis,2004,The VesselGlyph: focus & context visualization in CT-angiography,10.1109/VISUAL.2004.104,385,392,C,2004,2004-10-10,W2102841927,ieee visualization,385.0,392.0,8.0,27,10,51,7.0,True,True,True,True,The VesselGlyph: focus & context visualization in CT-angiography,92,False,,
Vis,2005,Extraction of parallel vector surfaces in 3D time-dependent fields and application to vortex core line tracking,10.1109/VISUAL.2005.1532851,631,638,C,2005,2005-11-21,W2167433674,ieee visualization,631.0,638.0,8.0,30,14,58,5.0,True,False,False,False,Extraction of parallel vector surfaces in 3D time-dependent fields and application to vortex core line tracking,89,False,,
InfoVis,2007,"Visual Analysis of Network Traffic for Resource Planning, Interactive Monitoring, and Interpretation of Security Threats",10.1109/TVCG.2007.70522,1105,1112,J,2007,2007-11-01,W2144615061,IEEE Transactions on Visualization and Computer Graphics,1105.0,1112.0,8.0,18,11,58,5.0,True,True,True,True,"Visual Analysis of Network Traffic for Resource Planning, Interactive Monitoring, and Interpretation of Security Threats",98,False,,
Vis,2007,Cores of Swirling Particle Motion in Unsteady Flows,10.1109/TVCG.2007.70545,1759,1766,J,2007,2007-11-01,W2155132021,IEEE Transactions on Visualization and Computer Graphics,1759.0,1766.0,8.0,22,13,67,4.0,True,False,False,False,Cores of Swirling Particle Motion in Unsteady Flows,110,False,,
Vis,2007,Interactive Visualization of Volumetric White Matter Connectivity in DT-MRI Using a Parallel-Hardware Hamilton-Jacobi Solver,10.1109/TVCG.2007.70571,1480,1487,J,2007,2007-11-01,W2159786075,IEEE Transactions on Visualization and Computer Graphics,1480.0,1487.0,8.0,29,11,60,4.0,False,False,True,False,Interactive Visualization of Volumetric White Matter Connectivity in DT-MRI Using a Parallel-Hardware Hamilton-Jacobi Solver,81,False,,
InfoVis,2009,ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity,10.1109/TVCG.2009.117,945,952,J,2009,2009-11-01,W2170083989,IEEE Transactions on Visualization and Computer Graphics,945.0,952.0,8.0,27,14,60,3.0,False,False,False,False,ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity,95,False,,
Vis,2009,BrainGazer - Visual Queries for Neurobiology Research,10.1109/TVCG.2009.121,1497,1504,J,2009,2009-11-01,W2158213074,IEEE Transactions on Visualization and Computer Graphics,1497.0,1504.0,8.0,40,8,56,7.0,True,False,False,False,BrainGazer - Visual Queries for Neurobiology Research,80,False,,
InfoVis,2010,GeneaQuilts: A System for Exploring Large Genealogies,10.1109/TVCG.2010.159,1073,1081,J,2010,2010-11-01,W2116904179,IEEE Transactions on Visualization and Computer Graphics,1073.0,1081.0,9.0,26,15,69,5.0,True,True,True,True,GeneaQuilts: A System for Exploring Large Genealogies,115,False,,
VAST,2014,TopicPanorama: A Full Picture of Relevant Topics,10.1109/VAST.2014.7042494,183,192,C,2014,2014-10-01,W2542889218,IEEE Transactions on Visualization and Computer Graphics,2508.0,2521.0,14.0,79,16,97,5.0,True,True,True,True,TopicPanorama: A full picture of relevant topics,107,False,,
VAST,2015,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,10.1109/TVCG.2015.2467619,270,279,J,2016,2016-01-31,W1899829068,IEEE Transactions on Visualization and Computer Graphics,270.0,279.0,10.0,44,14,81,8.0,False,True,True,False,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,134,False,,
Vis,1992,Visualizing wind velocities by advecting cloud textures,10.1109/VISUAL.1992.235210,179,184,C,1992,1992-10-19,W2092640130,ieee visualization,179.0,184.0,6.0,11,8,55,3.0,False,False,True,False,Visualizing wind velocities by advecting cloud textures,88,False,,
Vis,1996,Fast Perspective Volume Rendering with Splatting by Utilizing a Ray-Driven Approach,10.1109/VISUAL.1996.567608,65,72,C,1996,1996-10-27,W1976651297,ieee visualization,65.0,72.0,8.0,23,11,48,2.0,False,False,True,False,Fast perspective volume rendering with splatting by utilizing a ray-driven approach,112,False,,
Vis,1996,LISTEN: sounding uncertainty visualization,10.1109/VISUAL.1996.568105,189,195,C,1996,1996-10-27,W2103368830,ieee visualization,189.0,195.0,7.0,50,10,54,3.0,False,False,True,False,LISTEN: sounding uncertainty visualization,98,False,,
Vis,1998,Building perceptual textures to visualize multidimensional datasets,10.1109/VISUAL.1998.745292,111,118,C,1998,1998-10-18,W2099840845,ieee visualization,111.0,118.0,8.0,21,12,55,2.0,False,False,True,False,Building perceptual textures to visualize multidimensional datasets,104,False,,
Vis,1999,A framework for assisted exploration with collaboration,10.1109/VISUAL.1999.809893,241,529,C,1999,1999-10-24,W2000371847,ieee visualization,241.0,248.0,8.0,28,16,52,2.0,False,False,True,False,A framework for assisted exploration with collaboration,68,False,,
Vis,2000,Shock and vortex visualization using a combined visual/haptic interface,10.1109/VISUAL.2000.885686,131,137,C,2000,2000-10-01,W2087316595,ieee visualization,131.0,137.0,7.0,23,8,52,4.0,False,False,True,False,Shock and vortex visualization using a combined visual/haptic interface,91,False,,
Vis,2002,A multiphase approach to efficient surface simplification,10.1109/VISUAL.2002.1183765,117,124,C,2002,2002-10-27,W2112871220,ieee visualization,117.0,124.0,8.0,20,12,55,2.0,False,False,True,False,A multiphase approach to efficient surface simplification,106,False,,
Vis,2002,A model for the visualization exploration process,10.1109/VISUAL.2002.1183791,323,330,C,2002,2002-10-27,W2143275883,ieee visualization,323.0,330.0,8.0,24,12,56,3.0,False,False,True,False,A model for the visualization exploration process,97,False,,
Vis,2003,Hybrid segmentation and exploration of the human lungs,10.1109/VISUAL.2003.1250370,177,184,C,2003,2003-10-22,W2098376727,ieee visualization,24.0,,,15,9,48,9.0,False,True,True,False,Hybrid segmentation and exploration of the human lungs,96,False,,
InfoVis,2007,Visualizing the History of Living Spaces,10.1109/TVCG.2007.70621,1153,1160,J,2007,2007-11-01,W2109650788,IEEE Transactions on Visualization and Computer Graphics,1153.0,1160.0,8.0,14,9,56,4.0,True,False,True,False,Visualizing the History of Living Spaces,87,True,BP,InfoVis
VAST,2007,Analysis Guided Visual Exploration of Multivariate Data,10.1109/VAST.2007.4389000,83,90,C,2007,2007-10-30,W2165966087,visual analytics science and technology,83.0,90.0,8.0,59,15,35,3.0,False,False,True,False,Analysis Guided Visual Exploration of Multivariate Data,79,False,,
Vis,2008,Vectorized Radviz and Its Application to Multiple Cluster Datasets,10.1109/TVCG.2008.173,1444,1427,J,2008,2008-11-01,W2156846700,IEEE Transactions on Visualization and Computer Graphics,1444.0,1451.0,8.0,27,11,67,3.0,False,False,True,False,Vectorized Radviz and Its Application to Multiple Cluster Datasets,104,False,,
InfoVis,2009,Configuring Hierarchical Layouts to Address Research Questions,10.1109/TVCG.2009.128,977,984,J,2009,2009-11-01,W1992765891,IEEE Transactions on Visualization and Computer Graphics,977.0,984.0,8.0,31,12,64,3.0,False,False,False,False,Configuring Hierarchical Layouts to Address Research Questions,105,True,HM,InfoVis
InfoVis,2009,Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations,10.1109/TVCG.2009.151,937,944,J,2009,2009-11-01,W2161555761,IEEE Transactions on Visualization and Computer Graphics,937.0,944.0,8.0,21,11,56,2.0,True,False,False,False,Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations,92,True,HM,InfoVis
InfoVis,2009,Exemplar-based Visualization of Large Document Corpus,10.1109/TVCG.2009.140,1161,1168,J,2009,2009-11-01,W1998785512,IEEE Transactions on Visualization and Computer Graphics,1161.0,1168.0,8.0,24,12,66,4.0,False,False,True,False,Exemplar-based Visualization of Large Document Corpus (InfoVis2009-1115),99,False,,
Vis,2009,Automatic Transfer Function Generation Using Contour Tree Controlled Residue Flow Model and Color Harmonics,10.1109/TVCG.2009.120,1481,1488,J,2009,2009-11-01,W2115876851,IEEE Transactions on Visualization and Computer Graphics,1481.0,1488.0,8.0,29,9,58,2.0,False,False,False,False,Automatic Transfer Function Generation Using Contour Tree Controlled Residue Flow Model and Color Harmonics,90,False,,
Vis,2010,View-Dependent Streamlines for 3D Vector fields,10.1109/TVCG.2010.212,1578,1586,J,2010,2010-11-01,W2145496215,IEEE Transactions on Visualization and Computer Graphics,1578.0,1586.0,9.0,28,9,63,4.0,False,False,True,False,View-Dependent Streamlines for 3D Vector Fields,123,False,,
InfoVis,2011,Focus+Context Metro Maps,10.1109/TVCG.2011.205,2528,2535,J,2011,2011-12-01,W2143430250,IEEE Transactions on Visualization and Computer Graphics,2528.0,2535.0,8.0,25,9,64,2.0,False,False,False,False,Focus+Context Metro Maps,109,False,,
InfoVis,2011,Visualization of Parameter Space for Image Analysis,10.1109/TVCG.2011.253,2402,2411,J,2011,2011-12-01,W2118660081,IEEE Transactions on Visualization and Computer Graphics,2402.0,2411.0,10.0,22,13,54,4.0,True,True,True,True,Visualization of Parameter Space for Image Analysis,90,False,,
VAST,2016,Squares: Supporting Interactive Performance Analysis for Multiclass Classifiers,10.1109/TVCG.2016.2598828,61,70,J,2017,2017-01-01,W2512274390,IEEE Transactions on Visualization and Computer Graphics,61.0,70.0,10.0,33,8,122,5.0,True,False,True,False,Squares: Supporting Interactive Performance Analysis for Multiclass Classifiers,170,False,,
Vis,1990,A system for three-dimensional acoustic 'visualization' in a virtual environment workstation,10.1109/VISUAL.1990.146398,329,337,C,1990,1990-10-23,W2167631164,ieee visualization,329.0,337.0,9.0,27,10,45,4.0,False,False,True,False,A system for three-dimensional acoustic 'visualization' in a virtual environment workstation,95,False,,
Vis,1997,Collision detection for volumetric objects,10.1109/VISUAL.1997.663851,27,34,C,1997,1997-10-01,W1978254098,ieee visualization,27.0,34.0,8.0,17,10,44,2.0,True,False,True,False,Collision detection for volumetric objects,93,False,,
Vis,2000,Bicubic subdivision-surface wavelets for large-scale isosurface representation and visualization,10.1109/VISUAL.2000.885720,389,396,C,2000,2000-10-01,W1989850389,ieee visualization,389.0,396.0,8.0,60,10,50,4.0,True,False,True,False,Bicubic subdivision-surface wavelets for large-scale isosurface representation and visualization,113,False,,
Vis,2002,Face-based luminance matching for perceptual colormap generation,10.1109/VISUAL.2002.1183788,299,306,C,2002,2002-10-27,W2124113885,ieee visualization,299.0,306.0,8.0,25,7,60,3.0,False,False,True,False,Face-based luminance matching for perceptual colormap generation,105,False,,
Vis,2003,3D IBFV: hardware-accelerated 3D flow visualization,10.1109/VISUAL.2003.1250377,233,240,C,2003,2003-10-22,W2099042970,ieee visualization,31.0,,,10,10,55,2.0,False,False,False,False,3D IBFV: hardware-accelerated 3D flow visualization,116,False,,
Vis,2003,Hardware-based nonlinear filtering and segmentation using high-level shading languages,10.1109/VISUAL.2003.1250387,309,316,C,2003,2003-10-22,W1585101387,ieee visualization,41.0,,,23,12,34,3.0,False,False,False,False,Hardware-based nonlinear filtering and segmentation using high-level shading languages,118,False,,
Vis,2004,Physically based methods for tensor field visualization,10.1109/VISUAL.2004.80,123,130,C,2004,2004-10-10,W2149309906,ieee visualization,123.0,130.0,8.0,22,12,57,6.0,False,True,True,False,Physically based methods for tensor field visualization,97,False,,
Vis,2005,Visual analysis and exploration of fluid flow in a cooling jacket,10.1109/VISUAL.2005.1532850,623,630,C,2005,2005-11-21,W2124431309,ieee visualization,623.0,630.0,8.0,31,12,48,6.0,True,True,False,True,Visual analysis and exploration of fluid flow in a cooling jacket,89,False,,
InfoVis,2007,Browsing Zoomable Treemaps: Structure-Aware Multi-Scale Navigation Techniques,10.1109/TVCG.2007.70540,1248,1253,J,2007,2007-11-01,W2125227611,IEEE Transactions on Visualization and Computer Graphics,1248.0,1253.0,6.0,32,10,53,2.0,True,False,False,False,Browsing Zoomable Treemaps: Structure-Aware Multi-Scale Navigation Techniques,96,False,,
VAST,2007,ClusterSculptor: A Visual Analytics Tool for High-Dimensional Data,10.1109/VAST.2007.4388999,75,82,C,2007,2007-10-30,W2164223342,visual analytics science and technology,75.0,82.0,8.0,25,13,67,5.0,True,True,True,True,ClusterSculptor: A Visual Analytics Tool for High-Dimensional Data,97,False,,
VAST,2007,Session Viewer: Visual Exploratory Analysis of Web Session Logs,10.1109/VAST.2007.4389008,147,154,C,2007,2007-10-30,W2156017999,visual analytics science and technology,147.0,154.0,8.0,36,9,57,4.0,True,True,True,True,Session Viewer: Visual Exploratory Analysis of Web Session Logs,67,False,,
Vis,2007,CoViCAD: Comprehensive Visualization of Coronary Artery Disease,10.1109/TVCG.2007.70550,1632,1639,J,2007,2007-11-01,W2100381092,IEEE Transactions on Visualization and Computer Graphics,1632.0,1639.0,8.0,15,11,47,6.0,True,True,False,True,CoViCAD: Comprehensive Visualization of Coronary Artery Disease,63,False,,
VAST,2008,Maintaining interactivity while exploring massive time series,10.1109/VAST.2008.4677357,59,66,C,2008,2008-11-18,W2059907446,visual analytics science and technology,59.0,66.0,8.0,25,8,67,4.0,False,False,True,False,Maintaining interactivity while exploring massive time series,90,False,,
Vis,2008,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,10.1109/TVCG.2008.163,1396,1403,J,2008,2008-11-01,W2123415944,IEEE Transactions on Visualization and Computer Graphics,1396.0,1403.0,8.0,33,11,58,4.0,True,False,False,False,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,112,False,,
Vis,2010,Exploration of 4D MRI Blood Flow using Stylistic Visualization,10.1109/TVCG.2010.153,1339,1347,J,2010,2010-11-01,W2171366071,IEEE Transactions on Visualization and Computer Graphics,1339.0,1347.0,9.0,32,10,48,7.0,True,True,False,True,Exploration of 4D MRI Blood Flow using Stylistic Visualization,83,False,,
